Jun 26 04:11:13 ip-10-20-171-181 buildkite-agent: _           _ _     _ _    _ _                                _
Jun 26 04:11:13 ip-10-20-171-181 buildkite-agent: | |         (_) |   | | |  (_) |                              | |
Jun 26 04:11:13 ip-10-20-171-181 buildkite-agent: | |__  _   _ _| | __| | | ___| |_ ___    __ _  __ _  ___ _ __ | |_
Jun 26 04:11:13 ip-10-20-171-181 buildkite-agent: | '_ \| | | | | |/ _` | |/ / | __/ _ \  / _` |/ _` |/ _ \ '_ \| __|
Jun 26 05:08:57 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:08:57 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f61a-be89-433e-972e-564e028b3666
Jun 26 05:08:57 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:08:57 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 1460
Jun 26 05:09:08 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:09:08 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 1460 finished with Exit Status: 0, Signal: nil
Jun 26 05:09:08 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:09:08 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f61a-be89-433e-972e-564e028b3666
Jun 26 05:10:38 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:10:38 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f61c-49c8-4f5e-bd4f-a25297c0c63e. Accepting...
Jun 26 05:10:39 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:10:39 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f61c-49c8-4f5e-bd4f-a25297c0c63e
Jun 26 05:10:39 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:10:39 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 1915
Jun 26 05:11:43 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:11:43 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 1915 finished with Exit Status: 0, Signal: nil
Jun 26 05:11:44 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:11:44 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f61c-49c8-4f5e-bd4f-a25297c0c63e
Jun 26 05:12:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:12:24 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f61a-e558-40ec-951e-01699c8f3a19. Accepting...
Jun 26 05:12:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:12:24 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f61a-e558-40ec-951e-01699c8f3a19
Jun 26 05:12:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:12:24 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 8683
Jun 26 05:13:03 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:13:03 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 8683 finished with Exit Status: 0, Signal: nil
Jun 26 05:13:03 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:13:03 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f61a-e558-40ec-951e-01699c8f3a19
Jun 26 05:13:53 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:13:53 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f61f-5126-4cd0-ad04-dc9bf30fafe0. Accepting...
Jun 26 05:13:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:13:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f61f-5126-4cd0-ad04-dc9bf30fafe0
Jun 26 05:13:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:13:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 9089
Jun 26 05:17:44 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:17:44 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 9089 finished with Exit Status: 0, Signal: nil
Jun 26 05:17:44 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:17:44 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f61f-5126-4cd0-ad04-dc9bf30fafe0
Jun 26 05:18:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:18:24 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f61a-e55a-4afe-92a7-6d0f5aac884a. Accepting...
Jun 26 05:18:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:18:24 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f61a-e55a-4afe-92a7-6d0f5aac884a
Jun 26 05:18:25 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:18:25 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 10335
Jun 26 05:21:53 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:21:53 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 10335 finished with Exit Status: 0, Signal: nil
Jun 26 05:21:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:21:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f61a-e55a-4afe-92a7-6d0f5aac884a
Jun 26 05:22:04 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:04 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f52e-a03a-4693-aa9c-3427762a8481. Accepting...
Jun 26 05:22:04 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:04 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f52e-a03a-4693-aa9c-3427762a8481
Jun 26 05:22:04 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:04 WARN   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Buildkite rejected the call to start the job (PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.)
Jun 26 05:22:04 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:04 ERROR  prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Failed to run job: PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.
Jun 26 05:22:14 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:14 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f52e-a03a-4693-aa9c-3427762a8481. Accepting...
Jun 26 05:22:14 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:14 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f52e-a03a-4693-aa9c-3427762a8481
Jun 26 05:22:14 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:14 WARN   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Buildkite rejected the call to start the job (PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.)
Jun 26 05:22:14 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:14 ERROR  prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Failed to run job: PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.
Jun 26 05:22:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:24 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f52e-a03a-4693-aa9c-3427762a8481. Accepting...
Jun 26 05:22:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:24 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f52e-a03a-4693-aa9c-3427762a8481
Jun 26 05:22:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:24 WARN   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Buildkite rejected the call to start the job (PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.)
Jun 26 05:22:24 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:24 ERROR  prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Failed to run job: PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.
Jun 26 05:22:34 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:34 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f52e-a03a-4693-aa9c-3427762a8481. Accepting...
Jun 26 05:22:34 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:34 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f52e-a03a-4693-aa9c-3427762a8481
Jun 26 05:22:34 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:34 WARN   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Buildkite rejected the call to start the job (PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.)
Jun 26 05:22:34 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:34 ERROR  prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Failed to run job: PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.
Jun 26 05:22:44 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:44 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f52e-a03a-4693-aa9c-3427762a8481. Accepting...
Jun 26 05:22:44 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:44 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f52e-a03a-4693-aa9c-3427762a8481
Jun 26 05:22:44 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:44 WARN   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Buildkite rejected the call to start the job (PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.)
Jun 26 05:22:44 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:44 ERROR  prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Failed to run job: PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.
Jun 26 05:22:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f52e-a03a-4693-aa9c-3427762a8481. Accepting...
Jun 26 05:22:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f52e-a03a-4693-aa9c-3427762a8481
Jun 26 05:22:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:54 WARN   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Buildkite rejected the call to start the job (PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.)
Jun 26 05:22:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:22:54 ERROR  prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Failed to run job: PUT https://agent.buildkite.com/v3/jobs/0188f52e-a03a-4693-aa9c-3427762a8481/start: 422 This job can't be started while the build is in a `blocked` state.
Jun 26 05:27:14 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:27:14 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f5e8-1110-4f10-824c-8c216eea0eb7. Accepting...
Jun 26 05:27:14 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:27:14 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f5e8-1110-4f10-824c-8c216eea0eb7
Jun 26 05:27:14 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:27:14 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 11705
Jun 26 05:28:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:28:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 11705 finished with Exit Status: 0, Signal: nil
Jun 26 05:28:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:28:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f5e8-1110-4f10-824c-8c216eea0eb7
Jun 26 05:28:12 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:28:12 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f5e8-1113-4055-b242-cdc958fc5ceb. Accepting...
Jun 26 05:28:12 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:28:12 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f5e8-1113-4055-b242-cdc958fc5ceb
Jun 26 05:28:12 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:28:12 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 12247
Jun 26 05:28:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:28:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 12247 finished with Exit Status: 0, Signal: nil
Jun 26 05:28:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:28:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f5e8-1113-4055-b242-cdc958fc5ceb
Jun 26 05:30:54 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:30:54 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f62e-ec20-4bb5-a0b1-6b953a5a13bd. Accepting...
Jun 26 05:30:55 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:30:55 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f62e-ec20-4bb5-a0b1-6b953a5a13bd
Jun 26 05:30:55 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:30:55 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 13063
Jun 26 05:31:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:31:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 13063 finished with Exit Status: 0, Signal: nil
Jun 26 05:31:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:31:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f62e-ec20-4bb5-a0b1-6b953a5a13bd
Jun 26 05:32:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:32:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f62f-f97c-42eb-b6c0-2a2d83a1460f. Accepting...
Jun 26 05:32:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:32:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f62f-f97c-42eb-b6c0-2a2d83a1460f
Jun 26 05:32:03 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:32:03 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 13410
Jun 26 05:36:51 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:36:51 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 13410 finished with Exit Status: 0, Signal: nil
Jun 26 05:36:52 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:36:52 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f62f-f97c-42eb-b6c0-2a2d83a1460f
Jun 26 05:37:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:37:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f62d-1af3-4053-9b2f-a6b977d1e4ac. Accepting...
Jun 26 05:37:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:37:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f62d-1af3-4053-9b2f-a6b977d1e4ac
Jun 26 05:37:02 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:37:02 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 14809
Jun 26 05:45:49 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:45:49 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 14809 finished with Exit Status: 0, Signal: nil
Jun 26 05:45:50 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:45:50 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f62d-1af3-4053-9b2f-a6b977d1e4ac
Jun 26 05:46:00 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:46:00 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f62d-1af4-44d9-9318-3ed118f52935. Accepting...
Jun 26 05:46:01 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:46:01 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f62d-1af4-44d9-9318-3ed118f52935
Jun 26 05:46:01 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:46:01 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 17399
Jun 26 05:55:25 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:55:25 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 17399 finished with Exit Status: 0, Signal: nil
Jun 26 05:55:26 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:55:26 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f62d-1af4-44d9-9318-3ed118f52935
Jun 26 05:55:36 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:55:36 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f62d-1af5-4673-8ef5-903ff77ad2a0. Accepting...
Jun 26 05:55:36 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:55:36 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f62d-1af5-4673-8ef5-903ff77ad2a0
Jun 26 05:55:37 ip-10-20-171-181 buildkite-agent: 2023-06-26 05:55:37 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 20028
Jun 26 06:02:34 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:02:34 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 20028 finished with Exit Status: 0, Signal: nil
Jun 26 06:02:35 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:02:35 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f62d-1af5-4673-8ef5-903ff77ad2a0
Jun 26 06:02:55 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:02:55 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f64c-412d-408b-bdca-cf37fee5eb6c. Accepting...
Jun 26 06:02:55 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:02:55 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f64c-412d-408b-bdca-cf37fee5eb6c
Jun 26 06:02:55 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:02:55 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 22161
Jun 26 06:03:35 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:03:35 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 22161 finished with Exit Status: 0, Signal: nil
Jun 26 06:03:36 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:03:36 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f64c-412d-408b-bdca-cf37fee5eb6c
Jun 26 06:03:46 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:03:46 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f64c-42e1-4fc7-a57f-1f768f102e6f. Accepting...
Jun 26 06:03:46 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:03:46 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f64c-42e1-4fc7-a57f-1f768f102e6f
Jun 26 06:03:46 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:03:46 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 [Process] Process is running with PID: 22861
Jun 26 06:04:15 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:04:15 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Process with PID: 22861 finished with Exit Status: 0, Signal: nil
Jun 26 06:04:16 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:04:16 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Finished job 0188f64c-42e1-4fc7-a57f-1f768f102e6f
Jun 26 06:15:26 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:15:26 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Assigned job 0188f657-bc9b-4bf0-9327-463adf6cf7b8. Accepting...
Jun 26 06:15:26 ip-10-20-171-181 buildkite-agent: 2023-06-26 06:15:26 INFO   prod-us-west-2-buildkite-ci-agents-i-02db844904a309c4f-1 Starting job 0188f657-bc9b-4bf0-9327-463adf6cf7b8
